0.000297,-0.000138,-0.081005
0.000780,-0.000368,-0.146571
0.001425,-0.000721,-0.198825
0.002145,-0.001109,-0.239585
0.002992,-0.001558,-0.270542
0.003941,-0.002071,-0.293123
0.004939,-0.002590,-0.308616
0.005971,-0.003097,-0.318094
0.007023,-0.003595,-0.322507
0.008093,-0.004070,-0.322701
0.009109,-0.004533,-0.319375
0.010106,-0.004977,-0.313256
0.011019,-0.005421,-0.304813
0.011877,-0.005834,-0.294486
0.012672,-0.006258,-0.282733
0.013457,-0.006668,-0.269834
0.014179,-0.007046,-0.256121
0.014873,-0.007317,-0.241851
0.015493,-0.007520,-0.227167
0.016031,-0.007679,-0.212255
0.016547,-0.007786,-0.197312
0.016988,-0.007902,-0.182531
0.017403,-0.007978,-0.168005
0.017798,-0.007993,-0.153784
0.018131,-0.007991,-0.139865
0.018405,-0.007983,-0.126337
0.018609,-0.007892,-0.113227
0.018799,-0.007726,-0.100583
0.018941,-0.007555,-0.088351
0.019007,-0.007361,-0.076590
0.018975,-0.007187,-0.065400
0.018915,-0.007065,-0.054708
0.018775,-0.006885,-0.044537
0.018588,-0.006702,-0.034856
0.018400,-0.006455,-0.025731
0.018193,-0.006197,-0.017052
0.017940,-0.005980,-0.008852
0.017631,-0.005798,-0.001136
0.017299,-0.005551,0.006147
0.016923,-0.005293,0.012970
0.016555,-0.005003,0.019410
0.016201,-0.004711,0.025434
0.015853,-0.004415,0.031095
0.015493,-0.004130,0.036375
0.015155,-0.003864,0.041316
0.014799,-0.003575,0.045909
0.014402,-0.003250,0.050331
0.013921,-0.002965,0.054492
0.013469,-0.002703,0.058319
0.012990,-0.002501,0.061840
0.012483,-0.002327,0.065132
0.011924,-0.002240,0.068185
0.011320,-0.002166,0.071003
0.010701,-0.002123,0.073579
0.010107,-0.002084,0.075941
0.009563,-0.002068,0.078131
0.009053,-0.002078,0.080158
0.008611,-0.002089,0.082067
0.008195,-0.002093,0.083813
0.007816,-0.002124,0.085403
0.007479,-0.002070,0.086913
0.007176,-0.002090,0.088328
0.006888,-0.002122,0.089635
0.006625,-0.002089,0.090862
0.006379,-0.002118,0.091900
0.006105,-0.002103,0.092887
0.005915,-0.002107,0.093809
0.005766,-0.002142,0.094657
0.005558,-0.002153,0.095491
0.005426,-0.002155,0.096242
0.005307,-0.002155,0.096968
0.005193,-0.002169,0.097655
0.005110,-0.002183,0.098319
0.004977,-0.002142,0.099001
0.004900,-0.002134,0.099610
0.004856,-0.002149,0.100184
0.004784,-0.002156,0.100732
0.004729,-0.002147,0.101181
0.004714,-0.002166,0.101565
0.004658,-0.002217,0.101950
0.004591,-0.002150,0.102348
0.004542,-0.002117,0.102727
0.004506,-0.002108,0.103073
0.004470,-0.002108,0.103333
0.004492,-0.002098,0.103490
0.004452,-0.002086,0.103632
0.004416,-0.002081,0.103805
0.004424,-0.002050,0.103998
0.004430,-0.002007,0.104142
0.004425,-0.001988,0.104275
0.004401,-0.001980,0.104405
0.004367,-0.002021,0.104525
0.004365,-0.001973,0.104589
0.004332,-0.001902,0.104655
0.004312,-0.001907,0.104732
0.004275,-0.001969,0.104810
0.004235,-0.001937,0.104872
0.004238,-0.001966,0.104954
0.004221,-0.001972,0.105030
0.004238,-0.001990,0.105078
0.004232,-0.002037,0.105079
0.004252,-0.002036,0.105039
0.004226,-0.002034,0.105014
0.004218,-0.002034,0.105042
0.004186,-0.002056,0.105149
0.004128,-0.002042,0.105247
0.004104,-0.002016,0.105265
0.004102,-0.002011,0.105289
0.004070,-0.002016,0.105346
0.004087,-0.002027,0.105423
0.004054,-0.002014,0.105447
0.004068,-0.002021,0.105439
0.004034,-0.001995,0.105431
0.004033,-0.001970,0.105415
0.004044,-0.001983,0.105424
0.004041,-0.002029,0.105435
0.004037,-0.002066,0.105411
0.004040,-0.002094,0.105434
0.004036,-0.002086,0.105447
0.004074,-0.002071,0.105507
0.004057,-0.002069,0.105507
0.004026,-0.002072,0.105560
0.003993,-0.002060,0.105616
0.003963,-0.002023,0.105702
0.003977,-0.002053,0.105790
0.003929,-0.002027,0.105843
0.003945,-0.002025,0.105818
0.003957,-0.002024,0.105746
0.003966,-0.001958,0.105715
0.003976,-0.001937,0.105608
0.004003,-0.001978,0.105524
0.003998,-0.001955,0.105463
0.003996,-0.001974,0.105422
0.004037,-0.001981,0.105450
0.004057,-0.001971,0.105463
0.004066,-0.001973,0.105544
0.004068,-0.001989,0.105579
0.004117,-0.002006,0.105591
0.004126,-0.001998,0.105587
0.004172,-0.002016,0.105596
0.004151,-0.002023,0.105644
0.004177,-0.002039,0.105696
0.004143,-0.002040,0.105688
0.004156,-0.002031,0.105699
0.004127,-0.002040,0.105701
0.004187,-0.002023,0.105683
0.004183,-0.002028,0.105715
0.004172,-0.002046,0.105784
0.004174,-0.002052,0.105931
0.004175,-0.001997,0.106074
0.004181,-0.001982,0.106201
0.004180,-0.002005,0.106278
0.004189,-0.002015,0.106362
0.004172,-0.002033,0.106422
0.004157,-0.002058,0.106467
0.004133,-0.002066,0.106540
0.004143,-0.002103,0.106565
0.004128,-0.002111,0.106577
0.004127,-0.002115,0.106571
0.004071,-0.002122,0.106571
0.004069,-0.002122,0.106556
0.004100,-0.002096,0.106484
0.004088,-0.002088,0.106403
0.004089,-0.002108,0.106334
0.004067,-0.002113,0.106290
0.004089,-0.002140,0.106325
0.004076,-0.002128,0.106364
0.004077,-0.002128,0.106371
0.004037,-0.002117,0.106417
0.004088,-0.002122,0.106406
0.004142,-0.002099,0.106346
0.004136,-0.002088,0.106212
0.004121,-0.002090,0.106061
0.004141,-0.002057,0.105969
0.004133,-0.002034,0.105947
0.004123,-0.002025,0.105964
0.004096,-0.002041,0.105914
0.004089,-0.002073,0.105860
0.004104,-0.002033,0.105799
0.004086,-0.002074,0.105772
0.004119,-0.002023,0.105792
0.004105,-0.002041,0.105801
0.004115,-0.002031,0.105810
0.004103,-0.002034,0.105854
0.004120,-0.002026,0.105913
0.004124,-0.002021,0.106010
0.004118,-0.002072,0.106137
0.004105,-0.002059,0.106204
0.004103,-0.002048,0.106260
0.004105,-0.002053,0.106345
0.004143,-0.002068,0.106411
0.004119,-0.002085,0.106525
0.004175,-0.002082,0.106580
0.004173,-0.002079,0.106637
0.004162,-0.002092,0.106654
0.004138,-0.002146,0.106701
0.004148,-0.002140,0.106711
0.004093,-0.002121,0.106687
0.004085,-0.002098,0.106687
0.004088,-0.002087,0.106758
0.004071,-0.002128,0.106856
0.004084,-0.002154,0.106947
0.004091,-0.002146,0.107024
0.004078,-0.002146,0.107083
0.004071,-0.002165,0.107138
0.004112,-0.002117,0.107156
0.004124,-0.002137,0.107128
0.004077,-0.002137,0.107100
0.004119,-0.002127,0.107086
0.004162,-0.002106,0.107133
0.004214,-0.002089,0.107174
0.004245,-0.002062,0.107184
0.004256,-0.002107,0.107181
0.004276,-0.002102,0.107171
0.004280,-0.002155,0.107136
0.004239,-0.002171,0.107124
0.004267,-0.002136,0.107044
0.004275,-0.002117,0.107016
0.004280,-0.002160,0.106937
0.004266,-0.002138,0.106825
0.004281,-0.002175,0.106797
0.004284,-0.002163,0.106756
0.004296,-0.002164,0.106767
0.004271,-0.002166,0.106761
0.004269,-0.002153,0.106759
0.004251,-0.002166,0.106712
0.004284,-0.002194,0.106663
0.004254,-0.002167,0.106633
0.004268,-0.002172,0.106613
0.004215,-0.002159,0.106522
0.004216,-0.002140,0.106486
0.004242,-0.002162,0.106498
0.004245,-0.002156,0.106527
0.004238,-0.002178,0.106511
0.004244,-0.002171,0.106438
0.004230,-0.002165,0.106328
0.004234,-0.002191,0.106244
0.004227,-0.002119,0.106129
0.004200,-0.002080,0.106046
0.004194,-0.002075,0.106034
0.004163,-0.002099,0.105932
0.004145,-0.002133,0.105853
0.004105,-0.002115,0.105765
0.004088,-0.002096,0.105748
0.004117,-0.002100,0.105720
0.004081,-0.002082,0.105750
0.004091,-0.002098,0.105819
0.004137,-0.002136,0.105928
0.004128,-0.002106,0.106063
0.004139,-0.002102,0.106176
0.004136,-0.002102,0.106219
0.004168,-0.002143,0.106199
0.004159,-0.002148,0.106166
0.004182,-0.002192,0.106046
0.004199,-0.002173,0.105992
0.004185,-0.002192,0.105921
0.004218,-0.002169,0.105892
0.004247,-0.002121,0.105883
0.004260,-0.002087,0.105923
0.004254,-0.002089,0.105908
0.004246,-0.002090,0.105841
0.004290,-0.002092,0.105770
0.004270,-0.002092,0.105715
0.004223,-0.002108,0.105682
0.004188,-0.002097,0.105692
0.004205,-0.002105,0.105669
0.004186,-0.002101,0.105645
0.004174,-0.002105,0.105643
0.004215,-0.002113,0.105649
0.004237,-0.002123,0.105597
0.004230,-0.002120,0.105591
0.004209,-0.002121,0.105586
0.004212,-0.002122,0.105575
0.004246,-0.002166,0.105616
0.004210,-0.002136,0.105693
0.004176,-0.002088,0.105801
0.004175,-0.002072,0.105929
0.004186,-0.002115,0.105988
0.004160,-0.002120,0.106100
0.004183,-0.002154,0.106195
0.004237,-0.002182,0.106228
0.004213,-0.002166,0.106266
0.004210,-0.002171,0.106272
0.004266,-0.002125,0.106248
0.004295,-0.002075,0.106158
0.004286,-0.002054,0.106009
0.004277,-0.002042,0.105880
0.004293,-0.002040,0.105739
0.004273,-0.002048,0.105649
0.004299,-0.002044,0.105629
0.004267,-0.002048,0.105583
0.004213,-0.002041,0.105525
0.004207,-0.002046,0.105462
0.004182,-0.002067,0.105433
0.004175,-0.002117,0.105415
0.004107,-0.002114,0.105369
0.004109,-0.002103,0.105310
0.004103,-0.002105,0.105280
0.004134,-0.002112,0.105270
0.004131,-0.002110,0.105352
0.004198,-0.002109,0.105410
0.004189,-0.002104,0.105440
0.004184,-0.002111,0.105470
0.004198,-0.002097,0.105501
0.004186,-0.002077,0.105522
0.004183,-0.002081,0.105534
0.004143,-0.002056,0.105559
0.004145,-0.002055,0.105658
0.004100,-0.002046,0.105762
0.004096,-0.002043,0.105901
0.004108,-0.002053,0.105971
0.004103,-0.002051,0.106031
0.004110,-0.002078,0.106077
0.004107,-0.002019,0.106139
0.004107,-0.002001,0.106227
0.004110,-0.002017,0.106350
0.004092,-0.002040,0.106424
0.004104,-0.002039,0.106481
0.004113,-0.002027,0.106473
0.004124,-0.002058,0.106492
0.004100,-0.002079,0.106446
0.004101,-0.002082,0.106437
0.004096,-0.002058,0.106447
0.004084,-0.002098,0.106438
0.004109,-0.002081,0.106478
0.004092,-0.002092,0.106466
0.004084,-0.002150,0.106499
0.004094,-0.002133,0.106476
0.004101,-0.002106,0.106465
0.004129,-0.002083,0.106517
0.004141,-0.002090,0.106494
0.004121,-0.002084,0.106534
0.004138,-0.002076,0.106518
0.004157,-0.002053,0.106546
0.004159,-0.002063,0.106554
0.004199,-0.002091,0.106572
0.004151,-0.002077,0.106621
0.004154,-0.002081,0.106640
0.004184,-0.002057,0.106616
0.004185,-0.002102,0.106640
0.004163,-0.002092,0.106606
0.004137,-0.002122,0.106633
0.004170,-0.002159,0.106677
0.004221,-0.002119,0.106789
0.004221,-0.002121,0.106853
0.004205,-0.002141,0.106938
0.004227,-0.002122,0.106979
0.004226,-0.002123,0.107031
0.004226,-0.002165,0.107031
0.004200,-0.002098,0.106991
0.004197,-0.002074,0.106998
0.004176,-0.002041,0.106965
0.004174,-0.002040,0.106926
0.004174,-0.002068,0.106986
0.004202,-0.002110,0.107009
0.004188,-0.002104,0.107038
0.004189,-0.002110,0.107098
0.004165,-0.002115,0.107122
0.004225,-0.002144,0.107137
0.004255,-0.002124,0.107185
0.004249,-0.002128,0.107233
0.004234,-0.002197,0.107259
0.004224,-0.002179,0.107294
0.004230,-0.002154,0.107327
0.004225,-0.002166,0.107324
0.004238,-0.002148,0.107335
0.004242,-0.002145,0.107336
0.004216,-0.002144,0.107308
0.004222,-0.002141,0.107319
0.004266,-0.002106,0.107269
0.004261,-0.002108,0.107212
0.004244,-0.002117,0.107151
0.004272,-0.002121,0.107096
0.004307,-0.002139,0.107068
0.004273,-0.002139,0.107062
0.004310,-0.002138,0.107023
0.004313,-0.002134,0.107016
0.004306,-0.002138,0.106971
0.004314,-0.002133,0.106936
0.004293,-0.002111,0.106904
0.004289,-0.002141,0.106864
0.004247,-0.002141,0.106840
0.004231,-0.002094,0.106804
0.004226,-0.002078,0.106765
0.004204,-0.002123,0.106772
0.004220,-0.002072,0.106755
0.004216,-0.002057,0.106715
0.004210,-0.002074,0.106673
0.004199,-0.002111,0.106617
0.004168,-0.002062,0.106594
0.004174,-0.002066,0.106596
0.004181,-0.002100,0.106629
0.004193,-0.002146,0.106674
0.004189,-0.002095,0.106674
0.004183,-0.002067,0.106733
0.004186,-0.002067,0.106816
0.004190,-0.002069,0.106936
0.004171,-0.002075,0.107086
0.004205,-0.002109,0.107220
0.004200,-0.002117,0.107347
0.004202,-0.002115,0.107446
0.004210,-0.002115,0.107447
0.004185,-0.002141,0.107449
0.004180,-0.002140,0.107457
0.004177,-0.002130,0.107504
0.004134,-0.002116,0.107506
0.004145,-0.002125,0.107511
0.004152,-0.002135,0.107524
0.004154,-0.002184,0.107550
0.004155,-0.002185,0.107592
0.004149,-0.002154,0.107584
0.004161,-0.002119,0.107528
0.004155,-0.002132,0.107490
0.004110,-0.002097,0.107415
0.004104,-0.002073,0.107306
0.004097,-0.002098,0.107283
0.004100,-0.002156,0.107242
0.004073,-0.002144,0.107161
0.004083,-0.002114,0.107037
0.004106,-0.002121,0.106868
0.004046,-0.002119,0.106734
0.004058,-0.002104,0.106619
0.004094,-0.002091,0.106514
0.004076,-0.002099,0.106426
0.004127,-0.002118,0.106349
0.004112,-0.002110,0.106307
0.004156,-0.002091,0.106289
0.004165,-0.002079,0.106252
0.004160,-0.002051,0.106211
0.004148,-0.002086,0.106243
0.004207,-0.002062,0.106269
0.004237,-0.002022,0.106300
0.004216,-0.002029,0.106378
0.004219,-0.002034,0.106472
0.004209,-0.002066,0.106560
0.004234,-0.002043,0.106618
0.004219,-0.002089,0.106650
0.004187,-0.002067,0.106691
0.004204,-0.002099,0.106732
0.004170,-0.002107,0.106759
0.004171,-0.002121,0.106771
0.004137,-0.002112,0.106782
0.004147,-0.002135,0.106817
0.004139,-0.002104,0.106814
0.004147,-0.002116,0.106838
0.004129,-0.002176,0.106828
0.004149,-0.002134,0.106824
0.004149,-0.002138,0.106834
0.004149,-0.002142,0.106835
0.004129,-0.002114,0.106786
0.004133,-0.002136,0.106730
0.004093,-0.002107,0.106724
0.004103,-0.002122,0.106699
0.004104,-0.002117,0.106668
0.004123,-0.002154,0.106638
0.004064,-0.002155,0.106648
0.004094,-0.002156,0.106719
0.004116,-0.002128,0.106770
0.004136,-0.002115,0.106851
0.004152,-0.002103,0.106927
0.004156,-0.002112,0.106938
0.004170,-0.002101,0.106950
0.004179,-0.002077,0.106950
0.004198,-0.002056,0.106891
0.004205,-0.002103,0.106789
0.004223,-0.002080,0.106710
0.004222,-0.002060,0.106623
0.004225,-0.002028,0.106544
0.004223,-0.002033,0.106455
0.004190,-0.001994,0.106372
0.004192,-0.002015,0.106300
0.004224,-0.001961,0.106276
0.004227,-0.001980,0.106265
0.004212,-0.001959,0.106171
0.004233,-0.001963,0.106111
0.004237,-0.001976,0.106053
0.004238,-0.001976,0.106011
0.004218,-0.001978,0.106021
0.004216,-0.001981,0.105962
0.004204,-0.001973,0.105928
0.004207,-0.001977,0.105830
0.004247,-0.002014,0.105799
0.004210,-0.002027,0.105742
0.004223,-0.002048,0.105718
0.004189,-0.002028,0.105684
0.004197,-0.002044,0.105684
0.004184,-0.002033,0.105728
0.004226,-0.002035,0.105701
0.004258,-0.002010,0.105658
0.004235,-0.002035,0.105602
0.004260,-0.002039,0.105589
0.004252,-0.002055,0.105614
0.004293,-0.002069,0.105655
0.004230,-0.002066,0.105741
0.004228,-0.002061,0.105811
0.004216,-0.002061,0.105868
0.004237,-0.002079,0.105906
0.004240,-0.002062,0.105991
0.004252,-0.002089,0.106063
0.004241,-0.002070,0.106098
0.004235,-0.002068,0.106100
0.004252,-0.002085,0.106086
0.004216,-0.002071,0.106026
0.004218,-0.002066,0.106032
0.004169,-0.002049,0.106057
0.004177,-0.002035,0.106125
0.004183,-0.002064,0.106198
0.004179,-0.002001,0.106256
0.004169,-0.001980,0.106305
0.004185,-0.002000,0.106361
0.004182,-0.002003,0.106409
0.004185,-0.002001,0.106417
0.004205,-0.002001,0.106457
0.004191,-0.001951,0.106500
0.004173,-0.001933,0.106498
0.004175,-0.001914,0.106514
0.004172,-0.001906,0.106524
0.004173,-0.001908,0.106496
0.004181,-0.001927,0.106477
0.004170,-0.001934,0.106426
0.004182,-0.001926,0.106441
0.004175,-0.001933,0.106458
0.004185,-0.001962,0.106469
0.004128,-0.001955,0.106445
0.004175,-0.001976,0.106442
0.004182,-0.001968,0.106453
0.004156,-0.001981,0.106513
0.004166,-0.001985,0.106542
0.004114,-0.001991,0.106608
0.004045,-0.001961,0.106696
0.004009,-0.001945,0.106789
0.004015,-0.001956,0.106860
0.004011,-0.001977,0.106950
0.003987,-0.001977,0.106991
0.004002,-0.001983,0.107050
0.004013,-0.001990,0.107125
0.004019,-0.002040,0.107241
0.003996,-0.002014,0.107288
0.004010,-0.002012,0.107342
0.004022,-0.002064,0.107381
0.004033,-0.002053,0.107510
0.004065,-0.002101,0.107667
0.004020,-0.002101,0.107757
0.004023,-0.002091,0.107811
0.004018,-0.002122,0.107835
0.004025,-0.002120,0.107862
0.003994,-0.002118,0.107861
0.004063,-0.002152,0.107840
0.004042,-0.002163,0.107810
0.004068,-0.002200,0.107790
0.004078,-0.002192,0.107752
0.004083,-0.002196,0.107734
0.004047,-0.002208,0.107670
0.004097,-0.002236,0.107643
0.004121,-0.002214,0.107602
0.004139,-0.002216,0.107565
0.004137,-0.002200,0.107536
0.004146,-0.002177,0.107592
0.004159,-0.002157,0.107630
0.004145,-0.002143,0.107650
0.004140,-0.002109,0.107621
0.004153,-0.002104,0.107567
0.004147,-0.002107,0.107496
0.004181,-0.002109,0.107471
0.004183,-0.002134,0.107475
0.004149,-0.002124,0.107453
0.004166,-0.002110,0.107429
0.004180,-0.002034,0.107404
0.004187,-0.002054,0.107336
0.004141,-0.002052,0.107295
0.004159,-0.002038,0.107189
0.004165,-0.002022,0.107047
0.004189,-0.002047,0.106892
0.004158,-0.002000,0.106793
0.004152,-0.001999,0.106674
0.004160,-0.001983,0.106504
0.004164,-0.001978,0.106366
0.004184,-0.001991,0.106238
0.004119,-0.001994,0.106147
0.004122,-0.001994,0.106058
0.004133,-0.001980,0.105967
0.004156,-0.002013,0.105839
0.004124,-0.001986,0.105729
0.004135,-0.001993,0.105676
0.004136,-0.002012,0.105618
0.004118,-0.002041,0.105611
0.004115,-0.002051,0.105561
0.004108,-0.002051,0.105550
0.004077,-0.002036,0.105532
0.004121,-0.002014,0.105566
0.004103,-0.002027,0.105626
0.004130,-0.002044,0.105667
0.004164,-0.002006,0.105766
0.004164,-0.002010,0.105835
0.004156,-0.002023,0.105893
0.004153,-0.002022,0.105957
0.004176,-0.002055,0.106080
0.004167,-0.002077,0.106111
0.004157,-0.002101,0.106168
0.004119,-0.002078,0.106176
0.004120,-0.002073,0.106234
0.004084,-0.002081,0.106212
0.004123,-0.002062,0.106157
0.004121,-0.002042,0.106059
0.004113,-0.002085,0.106044
0.004120,-0.002018,0.106050
0.004129,-0.001979,0.106109
0.004135,-0.002005,0.106123
0.004089,-0.002036,0.106112
0.004051,-0.002057,0.106142
0.004016,-0.002027,0.106267
0.004026,-0.002011,0.106391
0.004044,-0.002029,0.106497
0.004033,-0.002040,0.106566
0.004032,-0.002069,0.106628
0.004095,-0.002083,0.106687
0.004090,-0.002057,0.106778
0.004081,-0.002034,0.106903
0.004132,-0.002019,0.106968
0.004195,-0.001993,0.106967
0.004213,-0.001984,0.106977
0.004216,-0.001979,0.107009
0.004234,-0.001993,0.106997
0.004217,-0.002008,0.106992
0.004196,-0.002042,0.107004
0.004174,-0.002016,0.107007
0.004183,-0.002020,0.107021
0.004171,-0.002035,0.107076
0.004183,-0.001988,0.107114
0.004185,-0.001938,0.107110
0.004192,-0.001936,0.107107
0.004232,-0.001951,0.107120
0.004207,-0.001937,0.107125
0.004239,-0.001977,0.107112
0.004227,-0.001956,0.107131
0.004237,-0.001987,0.107157
0.004211,-0.001994,0.107115
0.004181,-0.001967,0.107028
