0.028076,0.008301,1.101074,29.435114,29.404581,38.335876
0.020752,0.015381,1.095459,-4.297710,2.229008,-0.603053
0.031250,0.013672,1.090088,-5.977099,1.015267,-0.992366
0.025635,0.010010,1.080322,-7.106870,2.519084,-0.885496
0.019287,0.014648,1.108887,-6.656488,3.732824,-0.221374
0.009766,0.017578,1.109619,-7.190840,1.076336,-0.458015
0.016113,0.015625,1.104736,-4.702290,0.717557,0.366412
0.018066,0.005859,1.099365,-5.061069,0.061069,-0.251908
0.011230,0.017578,1.097900,-5.312977,0.045802,-0.053435
0.019043,0.009277,1.101074,-4.824428,0.961832,0.687023
0.020508,0.017090,1.094727,-5.709924,0.748092,0.297710
0.019531,0.005859,1.094482,-5.801527,1.160305,-0.145038
0.013184,0.013916,1.117188,-5.305344,-1.038168,-0.335878
0.027344,0.018799,1.085205,-5.427481,-0.870229,0.206107
0.016113,0.015869,1.088379,-4.877862,1.297710,0.832061
0.020020,0.002930,1.113281,-4.465649,1.106870,0.809160
0.016602,0.012695,1.098633,-4.572519,-0.900763,0.106870
0.021240,0.016113,1.087158,-5.740458,-0.793893,-0.251908
0.014404,0.019043,1.088379,-5.725191,0.259542,0.160305
0.018555,0.021729,1.096680,-4.877862,2.564885,0.862595
0.005127,0.002686,1.112549,-5.000000,0.320611,0.198473
0.024658,0.002197,1.091553,-5.954198,-0.984733,-0.396947
0.019775,0.014160,1.097168,-5.488550,0.396947,0.015267
0.010010,0.008545,1.093506,-5.603054,-0.564885,0.282443
0.014648,0.007080,1.089355,-6.618320,-1.328244,-0.045802
0.022949,0.006836,1.100342,-5.595420,0.496183,0.091603
0.033447,0.009033,1.087158,-5.015267,1.007634,0.015267
0.027100,0.008301,1.100342,-6.328244,2.687023,-0.610687
0.017578,0.007568,1.121338,-4.969466,1.381679,-0.312977
0.011963,0.007324,1.094971,-5.328244,-1.114504,-0.030534
0.005371,0.017090,1.096680,-5.816794,-0.908397,0.351145
0.031982,0.000000,1.086182,-5.564886,0.305344,1.190840
0.028809,0.003418,1.088135,-4.458015,1.534351,1.954198
0.014160,0.005615,1.110596,-5.129771,0.618321,1.328244
0.029541,0.007080,1.081787,-9.114504,-1.984733,0.114504
0.029541,0.017578,1.068604,-8.816793,2.954198,1.099237
0.031738,0.005859,1.102051,-6.610687,5.725191,1.877863
0.030029,0.005371,1.085449,-7.458015,4.679389,0.480916
0.020996,0.017578,1.095703,-6.137404,5.870229,0.488550
0.016602,-0.010010,1.076904,-6.923664,8.977099,0.748092
0.010986,0.000000,1.103516,-8.755725,7.335878,1.793893
0.022705,0.003174,1.097656,-7.816794,6.572519,4.946565
0.027588,-0.000488,1.111084,-9.320611,4.152672,5.305344
0.019287,-0.004150,1.118408,-6.274809,1.755725,2.145038
-0.005859,0.003174,1.109131,-4.916030,-1.083969,2.137405
-0.018311,0.010498,1.108398,-4.854962,-5.320611,1.893130
0.031494,-0.005127,1.086670,-4.419847,-3.213740,2.381679
0.003906,0.007568,1.082764,-5.511450,1.679389,1.236641
0.010254,0.003174,1.088623,-5.603054,-2.503817,0.961832
0.019775,-0.007324,1.100586,-8.786260,-2.244275,-0.190840
0.045898,-0.017334,1.099121,-5.809160,0.694656,-0.641221
0.049072,-0.020020,1.086914,-6.244275,-0.786260,-1.145038
0.037842,0.012939,1.087402,-10.473283,-1.122137,-0.297710
0.056396,-0.024414,1.098877,-11.183207,-1.526718,0.732824
0.045166,0.014160,1.084229,-9.534351,-0.312977,0.709924
0.044434,0.013672,1.079102,-10.045801,1.557252,2.290076
0.034180,-0.020264,1.111572,-9.984733,3.167939,4.160306
0.091309,-0.058350,1.083984,-14.137404,1.763359,-0.190840
0.082520,-0.020264,1.070801,-13.267176,-0.251908,0.213740
0.064209,-0.010254,1.104980,-10.183207,1.206107,-2.412214
0.087158,-0.007813,1.108643,-14.465649,-0.458015,-2.091603
0.072266,-0.024414,1.090820,-8.748092,1.916031,-2.465649
0.068359,-0.031494,1.082275,-5.496183,10.587787,-2.671756
0.053467,-0.075439,1.178467,-9.267176,16.251909,-1.534351
-0.005859,-0.058838,1.185791,-9.534351,3.595420,-6.038168
0.014893,0.006348,1.093262,-5.671756,6.267176,-4.816794
0.011475,-0.010010,1.089355,-2.625954,10.603053,-3.099237
-0.004150,-0.053223,1.087158,-14.786260,5.618320,-7.106870
-0.006592,-0.078613,1.064697,-14.351145,2.389313,-8.160305
-0.056885,-0.138916,1.254883,-3.358779,2.709924,-6.083970
0.007568,-0.018311,1.105713,2.839695,2.557252,-3.236641
-0.034668,-0.096924,1.048096,4.526718,-10.129771,-2.969466
-0.038574,-0.020752,1.040527,-5.877862,-8.412213,-1.908397
0.007813,-0.019043,1.031738,-6.931298,0.961832,0.786260
-0.013672,-0.053955,1.072266,-3.450382,5.870229,0.923664
-0.007080,-0.028564,1.045898,-6.610687,11.198473,-2.648855
-0.076172,-0.090576,1.250244,-3.480916,22.229008,-0.419847
-0.094482,0.001953,1.099365,-6.374046,8.633588,2.221374
-0.135498,-0.074463,1.275391,-4.847328,-5.198473,2.068702
-0.043945,-0.112061,1.159424,-1.694656,-7.648855,2.320611
-0.018066,-0.051514,1.081299,-6.045802,-3.984733,-1.473282
-0.047363,-0.032471,1.058105,-4.755725,-3.801527,0.114504
-0.042725,0.010498,0.956543,-12.099236,-11.198473,-2.167939
-0.056641,-0.039307,1.076660,-4.251908,-4.458015,-1.641221
-0.029297,-0.051025,1.059814,-6.030534,3.916031,-1.488550
-0.067139,-0.040771,1.098145,-11.900764,7.641222,-4.358778
-0.080078,-0.091553,1.169922,-4.305344,5.770992,-2.236641
-0.056396,-0.023682,1.126221,-3.061069,0.847328,-2.190840
-0.055420,-0.078613,1.122070,1.251908,1.083969,-4.496183
-0.017090,-0.071533,1.108643,-8.129771,4.038168,-3.145038
-0.052979,-0.032227,1.103027,-3.145038,4.312977,1.198473
-0.051270,-0.033691,1.125977,-1.358779,4.549618,0.282443
-0.042725,-0.044922,1.089844,-2.801527,2.526718,-0.458015
-0.033203,-0.039307,1.071289,-7.091603,3.717557,0.603053
-0.050781,-0.065918,1.097656,-4.366412,2.564885,2.335878
-0.020020,-0.018555,1.047607,-4.068702,4.633588,3.221374
-0.057373,-0.033691,1.075684,-3.610687,1.877863,1.091603
-0.054199,-0.037354,1.088379,-0.648855,1.259542,2.152672
-0.027588,-0.038574,1.104004,-1.839695,0.877863,0.923664
-0.038574,-0.054443,1.097412,-2.610687,1.068702,2.251908
-0.042969,-0.027832,1.090820,-4.366412,1.557252,2.427481
-0.022461,-0.017090,1.083984,-3.526718,0.358779,1.664122
-0.039551,-0.048096,1.106201,-0.839695,0.312977,4.076336
-0.031006,-0.027344,1.096436,-3.816794,0.404580,1.442748
-0.028809,-0.015381,1.114746,-1.343511,0.244275,0.061069
-0.032715,-0.033447,1.087158,-2.137405,-0.755725,-0.893130
-0.006836,-0.002930,1.074707,-9.091603,3.122137,-0.404580
-0.055664,-0.014893,1.094727,-2.679389,1.053435,2.824427
-0.042969,-0.028564,1.100586,-2.717557,-1.335878,1.038168
-0.034180,-0.033936,1.099854,-3.992366,-2.351145,-0.030534
-0.032227,-0.025879,1.110107,-5.900764,-1.396947,-0.412214
-0.015625,-0.017578,1.100586,-2.633588,-1.152672,0.160305
-0.025879,-0.019043,1.097412,-1.236641,-0.473282,-0.458015
-0.021973,-0.023926,1.080566,-5.801527,-1.885496,-1.335878
-0.028809,-0.003662,1.078125,-4.496183,1.244275,-0.396947
-0.022949,-0.021240,1.079102,-4.045802,2.595420,-0.396947
-0.025635,-0.030273,1.110352,-4.267176,1.618321,-0.427481
-0.028320,-0.028076,1.099609,-4.465649,0.465649,0.274809
-0.021240,-0.027344,1.084961,-4.893130,-1.984733,0.488550
-0.023926,-0.018799,1.084961,-4.824428,-1.748092,-0.114504
-0.019775,-0.024414,1.099365,-3.992366,0.603053,-0.404580
-0.030029,-0.014893,1.084229,-3.534351,-3.427481,0.465649
-0.010986,-0.006592,1.072021,-6.595420,0.167939,-0.954198
-0.014160,-0.018066,1.078857,-6.824428,0.893130,-0.992366
-0.011230,-0.018311,1.091797,-5.862596,1.267176,-0.183206
-0.018555,-0.032715,1.095947,-6.473282,1.725191,-0.419847
-0.035156,-0.026123,1.110107,-5.328244,0.748092,0.320611
