ax,newAx,lin_ax,new_lin_ax
1.0046,0.0478,0.0000,0.0001
1.0112,0.0475,0.0861,-0.0005
0.9868,0.0456,0.0834,-0.0002
1.0244,0.0507,0.0877,-0.0001
1.0095,0.0447,0.0810,-0.0008
1.0146,0.0506,0.0000,0.0003
1.0051,0.0444,0.0792,-0.0013
1.0259,0.0519,0.0000,0.0007
1.0151,0.0441,0.0775,-0.0019
1.0242,0.0520,0.0000,0.0012
1.0173,0.0442,0.0763,-0.0024
1.0137,0.0510,0.0000,0.0014
0.9951,0.0431,0.0740,-0.0028
0.9961,0.0504,0.0000,0.0016
1.0034,0.0445,0.0741,-0.0030
0.9871,0.0484,0.0000,0.0015
0.9954,0.0456,0.0740,-0.0029
0.9929,0.0479,0.0000,0.0013
0.9805,0.0446,0.0720,-0.0029
0.9644,0.0462,0.0000,0.0010
0.9207,0.0408,0.0671,-0.0031
0.9189,0.0455,0.0000,0.0010
0.9175,0.0411,0.0664,-0.0031
0.8865,0.0423,0.0000,0.0007
0.8870,0.0413,0.0655,-0.0029
0.8533,0.0392,0.0000,0.0001
0.8433,0.0402,0.0635,-0.0026
0.8040,0.0358,0.0585,-0.0006
0.7844,0.0380,0.0603,-0.0023
0.7563,0.0334,0.0551,-0.0012
0.6965,0.0323,0.0535,-0.0023
0.6953,0.0332,0.0540,-0.0013
0.7524,0.0375,0.0579,-0.0019
0.6672,0.0259,0.0460,-0.0024
0.5649,0.0272,0.0470,-0.0018
0.4011,0.0113,0.0307,-0.0038
0.5134,0.0359,0.0000,0.0002
0.4771,0.0103,0.0289,-0.0058
0.4133,0.0279,0.0000,0.0012
0.3657,0.0076,0.0254,-0.0070
0.3159,0.0216,0.0000,0.0017
0.2454,0.0025,0.0196,-0.0080
0.1550,0.0117,0.0000,0.0016
0.1921,0.0066,0.0229,-0.0076
0.1328,0.0059,0.0000,0.0007
0.1196,0.0054,0.0206,-0.0070
0.0398,-0.0013,0.0143,-0.0006
0.0237,0.0033,0.0186,-0.0060
0.0498,0.0014,0.0165,-0.0013
-0.1372,-0.0137,0.0020,-0.0069
0.2346,0.0336,0.0486,0.0024
-0.0125,-0.0317,-0.0160,-0.0119
0.0432,0.0327,0.0477,0.0069
-0.0002,-0.0298,-0.0140,-0.0157
0.0359,0.0303,0.0454,0.0102
0.0425,-0.0238,-0.0080,-0.0182
0.0149,0.0230,0.0380,0.0118
0.0447,-0.0169,-0.0012,-0.0190
0.0479,0.0197,0.0347,0.0122
0.0295,-0.0152,0.0005,-0.0193
0.0120,0.0149,0.0301,0.0120
0.0027,-0.0134,0.0024,-0.0190
0.0168,0.0137,0.0288,0.0116
0.0078,-0.0117,0.0040,-0.0184
0.0457,0.0148,0.0298,0.0113
0.0017,-0.0133,0.0025,-0.0182
0.0486,0.0165,0.0316,0.0112
0.1572,-0.0008,0.0142,-0.0171
0.1282,0.0123,0.0267,0.0098
0.0278,-0.0087,0.0064,-0.0165
-0.0176,0.0063,0.0207,0.0087
-0.0066,-0.0064,0.0088,-0.0154
-0.0017,0.0056,0.0200,0.0075
-0.0007,-0.0052,0.0100,-0.0142
0.0051,0.0052,0.0196,0.0065
-0.0046,-0.0051,0.0100,-0.0132
0.0063,0.0052,0.0196,0.0056
0.0039,-0.0044,0.0107,-0.0123
0.0068,0.0046,0.0190,0.0047
0.0044,-0.0038,0.0113,-0.0115
-0.0022,0.0033,0.0176,0.0038
0.0066,-0.0024,0.0126,-0.0106
0.0066,0.0028,0.0170,0.0029
0.0078,-0.0018,0.0129,-0.0097
0.0051,0.0021,0.0162,0.0021
0.0083,-0.0012,0.0131,-0.0089
0.0029,0.0013,0.0000,0.0013
0.0083,-0.0005,0.0130,-0.0082
-0.0020,0.0003,0.0000,0.0004
-0.0039,-0.0006,0.0123,-0.0075
-0.0027,0.0003,0.0126,-0.0003
0.0083,0.0005,0.0122,-0.0069
0.0127,0.0007,0.0117,-0.0009
0.0012,-0.0005,0.0101,-0.0065
0.0046,0.0009,0.0107,-0.0013
0.0071,-0.0002,0.0089,-0.0062
0.0046,0.0006,0.0089,-0.0018
0.0081,0.0002,0.0080,-0.0059
-0.0125,-0.0013,0.0071,-0.0022
0.0022,0.0014,0.0090,-0.0054
0.0115,-0.0002,0.0072,-0.0027
0.0061,0.0008,0.0074,-0.0051
-0.0063,-0.0013,0.0059,-0.0030
0.0198,0.0029,0.0094,-0.0046
0.0071,-0.0020,0.0051,-0.0036
-0.0105,0.0009,0.0073,-0.0043
0.0022,-0.0006,0.0060,-0.0037
0.0127,0.0017,0.0076,-0.0041
-0.0034,-0.0019,0.0048,-0.0040
0.0005,0.0017,0.0076,-0.0039
0.0107,-0.0006,0.0057,-0.0042
0.0020,0.0007,0.0063,-0.0038
-0.0051,-0.0011,0.0052,-0.0043
0.0110,0.0020,0.0076,-0.0037
0.0051,-0.0014,0.0050,-0.0044
-0.0039,0.0009,0.0064,-0.0036
0.0112,0.0002,0.0050,-0.0045
0.0061,0.0004,0.0046,-0.0037
0.0022,-0.0001,0.0039,-0.0045
0.0085,0.0009,0.0041,-0.0038
-0.0010,-0.0009,0.0031,-0.0045
0.0078,0.0015,0.0048,-0.0037
0.0015,-0.0013,0.0028,-0.0046
0.0068,0.0018,0.0050,-0.0036
0.0098,-0.0007,0.0032,-0.0047
0.0054,0.0011,0.0042,-0.0036
0.0068,-0.0004,0.0034,-0.0047
0.0088,0.0012,0.0042,-0.0036
0.0037,-0.0007,0.0030,-0.0047
0.0051,0.0011,0.0041,-0.0036
0.0090,-0.0002,0.0030,-0.0047
0.0022,0.0004,0.0029,-0.0037
0.0098,0.0005,0.0024,-0.0046
0.0110,0.0005,0.0018,-0.0038
0.0112,0.0005,0.0012,-0.0046
0.0037,-0.0002,0.0012,-0.0039
0.0037,0.0005,0.0012,-0.0046
0.0090,0.0004,0.0005,-0.0040
0.0076,0.0003,0.0001,-0.0045
0.0066,0.0003,-0.0007,-0.0042
0.0085,0.0005,-0.0010,-0.0045
-0.0010,-0.0005,-0.0016,-0.0042
0.0066,0.0011,-0.0007,-0.0044
0.0083,-0.0002,-0.0013,-0.0043
0.0042,0.0006,-0.0011,-0.0044
0.0088,0.0002,-0.0016,-0.0044
-0.0076,-0.0009,-0.0020,-0.0044
0.0000,0.0008,-0.0009,-0.0043
0.0034,-0.0004,-0.0016,-0.0045
0.0051,0.0009,-0.0010,-0.0042
0.0112,0.0002,-0.0017,-0.0045
-0.0039,-0.0006,-0.0018,-0.0043
0.0054,0.0010,-0.0010,-0.0044
0.0063,-0.0003,-0.0017,-0.0043
-0.0002,0.0003,-0.0017,-0.0044
0.0037,0.0001,-0.0018,-0.0044
0.0010,0.0000,-0.0017,-0.0044
0.0078,0.0007,-0.0015,-0.0043
0.0049,-0.0002,-0.0018,-0.0044
0.0059,0.0007,-0.0017,-0.0043
0.0007,-0.0006,-0.0022,-0.0045
0.0066,0.0011,-0.0012,-0.0043
0
