ax,newAx,lin_ax,new_lin_ax
0.9768,0.7776,0.7864,0.5915
0.9990,0.7975,0.7999,0.6098
1.0137,0.8170,0.8131,0.6277
1.0186,0.8351,0.8252,0.6451
1.0195,0.8517,0.8360,0.6619
0.9727,0.8626,0.8414,0.6777
1.0220,0.8769,0.8505,0.6928
1.1143,0.8983,0.8668,0.7081
1.0383,0.9109,0.8745,0.7227
1.0081,0.9196,0.8786,0.7364
0.9988,0.9268,0.8813,0.7490
1.0093,0.9342,0.8845,0.7608
1.0090,0.9409,0.8871,0.7718
1.0166,0.9477,0.8900,0.7820
1.0222,0.9544,0.8929,0.7916
1.0090,0.9593,0.8942,0.8005
1.0398,0.9666,0.8979,0.8089
1.0471,0.9738,0.9019,0.8168
1.0149,0.9775,0.9026,0.8242
1.0095,0.9804,0.9027,0.8309
1.0161,0.9836,0.9035,0.8370
1.0127,0.9862,0.9039,0.8426
1.0090,0.9883,0.9040,0.8478
1.0288,0.9919,0.9057,0.8526
1.0234,0.9948,0.9068,0.8571
0.9988,0.9951,0.9055,0.8611
1.0073,0.9962,0.9051,0.8646
1.0005,0.9966,0.9040,0.8678
1.0095,0.9978,0.9037,0.8706
1.0144,0.9993,0.9038,0.8732
1.0095,1.0002,0.9034,0.8756
1.0181,1.0018,0.9037,0.8777
1.0107,1.0026,0.9033,0.8796
1.0107,1.0033,0.9028,0.8813
1.0183,1.0047,0.9030,0.8829
1.0120,1.0053,0.9025,0.8843
1.0090,1.0057,0.9017,0.8854
1.0127,1.0063,0.9013,0.8865
1.0081,1.0065,0.9004,0.8874
1.0093,1.0067,0.8997,0.8881
1.0142,1.0074,0.8994,0.8887
1.0149,1.0081,0.8990,0.8892
1.0166,1.0088,0.8988,0.8897
1.0125,1.0092,0.8982,0.8901
1.0154,1.0097,0.8978,0.8904
1.0122,1.0099,0.8971,0.8906
1.0078,1.0097,0.8959,0.8907
1.0117,1.0099,0.8952,0.8907
1.0129,1.0102,0.8945,0.8907
1.0088,1.0101,0.8934,0.8905
1.0164,1.0106,0.8931,0.8904
1.0078,1.0104,0.8919,0.8901
1.0081,1.0102,0.8908,0.8898
1.0056,1.0098,0.8894,0.8894
1.0110,1.0099,0.8886,0.8889
1.0159,1.0104,0.8883,0.8885
1.0105,1.0104,0.8874,0.8880
1.0154,1.0109,0.8870,0.8875
1.0132,1.0111,0.8863,0.8870
1.0066,1.0107,0.8851,0.8865
1.0066,1.0103,0.8839,0.8858
1.0117,1.0104,0.8832,0.8852
1.0125,1.0106,0.8825,0.8846
1.0088,1.0104,0.8814,0.8839
1.0081,1.0102,0.8803,0.8832
1.0073,1.0100,0.8792,0.8824
1.0115,1.0101,0.8784,0.8817
1.0066,1.0098,0.8773,0.8809
1.0085,1.0097,0.8763,0.8801
1.0103,1.0097,0.8756,0.8793
1.0037,1.0092,0.8742,0.8785
1.0107,1.0093,0.8735,0.8776
1.0068,1.0091,0.8725,0.8768
1.0156,1.0097,0.8723,0.8760
1.0068,1.0094,0.8712,0.8752
1.0088,1.0094,0.8703,0.8744
1.0100,1.0094,0.8696,0.8735
1.0068,1.0092,0.8685,0.8727
1.0095,1.0092,0.8677,0.8719
1.0083,1.0091,0.8668,0.8710
1.0059,1.0088,0.8656,0.8701
1.0115,1.0091,0.8650,0.8693
1.0059,1.0088,0.8639,0.8684
1.0168,1.0095,0.8637,0.8676
1.0137,1.0099,0.8631,0.8668
1.0110,1.0100,0.8623,0.8660
1.0100,1.0100,0.8613,0.8652
1.0112,1.0101,0.8605,0.8644
1.0117,1.0102,0.8598,0.8636
1.0159,1.0108,0.8594,0.8628
0.9995,1.0097,0.8575,0.8620
1.0034,1.0092,0.8560,0.8610
1.0105,1.0093,0.8552,0.8601
0.9983,1.0083,0.8533,0.8591
1.0098,1.0084,0.8526,0.8581
1.0073,1.0083,0.8516,0.8572
1.0093,1.0084,0.8508,0.8562
1.0068,1.0083,0.8498,0.8552
1.0090,1.0083,0.8490,0.8543
1.0112,1.0086,0.8484,0.8534
1.0020,1.0080,0.8470,0.8524
1.0081,1.0080,0.8462,0.8515
1.0120,1.0084,0.8458,0.8506
1.0068,1.0082,0.8448,0.8497
1.0081,1.0082,0.8440,0.8488
1.0068,1.0081,0.8431,0.8479
1.0046,1.0078,0.8419,0.8469
1.0081,1.0078,0.8411,0.8460
0.9834,1.0056,0.8381,0.8449
1.0325,1.0080,0.8396,0.8441
1.0139,1.0086,0.8393,0.8433
1.0098,1.0087,0.8386,0.8424
1.0208,1.0098,0.8388,0.8417
0.9980,1.0087,0.8369,0.8409
1.0144,1.0092,0.8365,0.8401
1.0005,1.0084,0.8349,0.8393
1.0095,1.0085,0.8342,0.8384
1.0022,1.0080,0.8328,0.8375
1.0046,1.0077,0.8317,0.8366
1.0032,1.0073,0.8306,0.8357
1.0010,1.0067,0.8293,0.8347
1.0042,1.0065,0.8283,0.8337
1.0115,1.0069,0.8279,0.8328
1.0100,1.0072,0.8274,0.8320
1.0107,1.0075,0.8270,0.8311
1.0012,1.0069,0.8256,0.8302
1.0076,1.0070,0.8249,0.8294
1.0071,1.0070,0.8241,0.8285
1.0054,1.0069,0.8232,0.8277
1.0056,1.0067,0.8223,0.8268
1.0037,1.0065,0.8212,0.8259
1.0022,1.0061,0.8201,0.8250
1.0063,1.0061,0.8193,0.8241
1.0085,1.0063,0.8188,0.8232
1.0129,1.0069,0.8186,0.8224
1.0076,1.0070,0.8179,0.8216
1.0137,1.0076,0.8178,0.8209
1.0037,1.0072,0.8166,0.8201
1.0083,1.0073,0.8160,0.8194
1.0112,1.0077,0.8156,0.8186
1.0046,1.0074,0.8145,0.8179
1.0085,1.0075,0.8138,0.8171
1.0098,1.0077,0.8133,0.8164
1.0071,1.0077,0.8125,0.8156
1.0066,1.0076,0.8116,0.8149
1.0107,1.0078,0.8112,0.8142
1.0022,1.0073,0.8099,0.8134
1.0137,1.0079,0.8098,0.8127
1.0042,1.0076,0.8087,0.8119
1.0061,1.0074,0.8078,0.8112
1.0100,1.0077,0.8073,0.8104
1.0159,1.0084,0.8073,0.8098
1.0088,1.0084,0.8066,0.8091
1.0081,1.0084,0.8058,0.8084
1.0122,1.0087,0.8054,0.8078
1.0051,1.0084,0.8043,0.8071
0.9993,1.0076,0.8028,0.8063
1.0051,1.0074,0.8018,0.8055
1.0093,1.0075,0.8012,0.8047
1.0042,1.0072,0.8001,0.8039
0.9949,1.0061,0.7983,0.8030
1.0032,1.0059,0.7972,0.8021
1.0029,1.0056,0.7962,0.8012
1.0020,1.0053,0.7951,0.8003
1.0078,1.0055,0.7945,0.7994
1.0068,1.0056,0.7939,0.7985
1.0059,1.0056,0.7931,0.7976
1.0054,1.0056,0.7924,0.7967
1.0076,1.0058,0.7918,0.7959
1.0078,1.0060,0.7912,0.7951
1.0059,1.0060,0.7905,0.7943
1.0100,1.0063,0.7901,0.7935
0.9973,1.0055,0.7886,0.7927
1.0049,1.0055,0.7878,0.7919
1.0076,1.0056,0.7872,0.7911
1.0098,1.0060,0.7869,0.7903
0.9973,1.0052,0.7853,0.7895
1.0078,1.0055,0.7848,0.7887
1.0037,1.0053,0.7839,0.7879
1.0103,1.0058,0.7836,0.7871
0.9983,1.0051,0.7822,0.7863
1.0088,1.0054,0.7817,0.7855
1.0127,1.0061,0.7816,0.7847
1.0063,1.0061,0.7809,0.7840
0.9954,1.0051,0.7792,0.7832
1.0005,1.0047,0.7780,0.7823
1.0083,1.0050,0.7776,0.7815
1.0059,1.0051,0.7769,0.7807
1.0039,1.0050,0.7761,0.7799
1.0042,1.0049,0.7754,0.7791
1.0110,1.0055,0.7752,0.7784
1.0061,1.0055,0.7747,0.7777
1.0112,1.0060,0.7746,0.7770
1.0149,1.0068,0.7748,0.7764
1.0159,1.0076,0.7752,0.7759
1.0261,1.0093,0.7765,0.7756
1.0217,1.0104,0.7775,0.7754
1.0173,1.0111,0.7782,0.7752
1.0322,1.0130,0.7807,0.7753
0.9973,1.0115,0.7802,0.7754
0.9919,1.0098,0.7799,0.7754
1.0229,1.0110,0.7831,0.7757
1.1135,1.0202,0.7950,0.7771
0.9883,1.0173,0.7956,0.7783
0.7476,0.9930,0.7757,0.7777
1.0327,0.9966,0.7844,0.7779
0.5820,0.9593,0.7530,0.7753
0.8298,0.9477,0.7479,0.7725
0.6484,0.9207,0.7281,0.7681
0.7612,0.9064,0.7213,0.7635
0.5637,0.8755,0.6983,0.7572
0.5005,0.8418,0.6726,0.7492
0.4260,0.8044,0.6434,0.7393
0.3662,0.7649,0.6123,0.7275
0.3293,0.7257,0.5813,0.7139
0.3750,0.6942,0.5577,0.6995
0.1130,0.6419,0.5132,0.6823
0.3420,0.6149,0.4938,0.6650
0.2275,0.5800,0.4663,0.6467
0.1597,0.5422,0.4355,0.6273
0.2007,0.5114,0.4112,0.6075
0.0308,0.4682,0.3740,0.5861
0.1619,0.4406,0.3520,0.5646
0.1138,0.4112,0.3279,0.5429
0.1445,0.3872,0.3088,0.5215
0.1453,0.3654,0.2917,0.5004
0.0535,0.3373,0.2682,0.4791
0.0698,0.3133,0.2485,0.4580
-0.0386,0.2816,0.2211,0.4363
0.0684,0.2624,0.2062,0.4152
0.2324,0.2597,0.2072,0.3961
0.0046,0.2368,0.1876,0.3769
0.0200,0.2173,0.1711,0.3580
0.0159,0.1991,0.1558,0.3394
-0.0005,0.1812,0.1404,0.3211
0.1160,0.1753,0.1368,0.3041
0.0498,0.1640,0.1277,0.2879
0.0181,0.1509,0.1165,0.2721
0.0515,0.1419,0.1093,0.2570
-0.0171,0.1276,0.0965,0.2422
-0.0010,0.1160,0.0864,0.2278
-0.0334,0.1026,0.0743,0.2136
0.0110,0.0943,0.0672,0.2000
0.0110,0.0868,0.0608,0.1871
-0.0173,0.0775,0.0525,0.1746
-0.0100,0.0696,0.0455,0.1626
0.0110,0.0643,0.0411,0.1513
0.0054,0.0590,0.0366,0.1406
0.0027,0.0539,0.0322,0.1304
0.0032,0.0494,0.0283,0.1209
0.0054,0.0454,0.0250,0.1118
0.0015,0.0415,0.0216,0.1033
-0.0007,0.0377,0.0183,0.0953
0.0081,0.0350,0.0161,0.0878
0.0088,0.0326,0.0142,0.0808
-0.0012,0.0296,0.0116,0.0742
0.0056,0.0274,0.0098,0.0680
0.0093,0.0258,0.0086,0.0622
0.0095,0.0243,0.0074,0.0569
0.0083,0.0229,0.0063,0.0520
0.0071,0.0215,0.0051,0.0474
0.0046,0.0200,0.0039,0.0431
0.0007,0.0182,0.0024,0.0390
0.0081,0.0173,0.0018,0.0353
0.0022,0.0159,0.0006,0.0318
0.0005,0.0146,-0.0005,0.0285
-0.0022,0.0130,-0.0018,0.0254
0.0010,0.0120,-0.0027,0.0225
0.0068,0.0115,-0.0030,0.0198
-0.0164,0.0090,-0.0053,0.0171
0.0090,0.0090,-0.0051,0.0147
0.0139,0.0094,-0.0045,0.0126
-0.0129,0.0074,-0.0064,0.0105
0.0010,0.0068,-0.0068,0.0086
0.0203,0.0081,-0.0054,0.0069
0.0054,0.0078,-0.0055,0.0054
-0.0068,0.0065,-0.0067,0.0039
0.0083,0.0067,-0.0064,0.0026
0.0056,0.0066,0.0000,0.0014
-0.0037,0.0056,0.0000,0.0003
0.0068,0.0057,-0.0069,-0.0008
0.0188,0.0069,-0.0056,-0.0016
-0.0066,0.0057,-0.0067,-0.0024
0.0032,0.0055,-0.0068,-0.0032
0.0085,0.0058,-0.0064,-0.0039
0.0005,0.0053,-0.0068,-0.0045
-0.0017,0.0047,-0.0073,-0.0052
0.0063,0.0048,-0.0070,-0.0057
0.0149,0.0057,-0.0060,-0.0061
0.0032,0.0055,-0.0061,-0.0065
0.0068,0.0056,-0.0059,-0.0069
0.0137,0.0063,-0.0051,-0.0071
-0.0071,0.0051,-0.0062,-0.0074
0.0024,0.0049,-0.0063,-0.0077
0.0042,0.0048,-0.0063,-0.0080
0.0051,0.0048,-0.0062,-0.0082
0.0000,0.0044,-0.0065,-0.0084
0.0017,0.0042,-0.0067,-0.0086
-0.0015,0.0037,-0.0071,-0.0089
0.0049,0.0038,-0.0069,-0.0091
0.0024,0.0036,-0.0069,-0.0093
0.0103,0.0042,-0.0062,-0.0094
0.0049,0.0043,-0.0060,-0.0095
0.0012,0.0040,-0.0062,-0.0096
0.0044,0.0041,-0.0061,-0.0096
0.0042,0.0041,-0.0060,-0.0097
-0.0005,0.0037,-0.0063,-0.0098
-0.0002,0.0033,-0.0066,-0.0099
0.0073,0.0037,-0.0061,-0.0099
0.0032,0.0036,-0.0061,-0.0100
0.0027,0.0035,-0.0061,-0.0100
0.0005,0.0033,-0.0063,-0.0101
0.0073,0.0036,-0.0058,-0.0101
0.0002,0.0033,-0.0060,-0.0101
0.0078,0.0037,-0.0055,-0.0101
0.0034,0.0037,-0.0055,-0.0100
0.0083,0.0041,-0.0050,-0.0100
0.0002,0.0038,-0.0052,-0.0099
-0.0034,0.0031,-0.0058,-0.0099
0.0122,0.0039,-0.0049,-0.0099
0.0005,0.0036,-0.0051,-0.0098
-0.0042,0.0029,-0.0057,-0.0098
0.0100,0.0036,-0.0050,-0.0098
0.0034,0.0036,-0.0049,-0.0097
-0.0037,0.0029,-0.0055,-0.0098
0.0059,0.0032,-0.0051,-0.0097
0.0110,0.0039,-0.0043,-0.0096
0.0054,0.0040,-0.0041,-0.0095
0.0029,0.0039,-0.0042,-0.0094
-0.0020,0.0034,-0.0046,-0.0094
0.0090,0.0039,-0.0040,-0.0093
0.0083,0.0043,-0.0035,-0.0092
0.0090,0.0047,-0.0030,-0.0090
0.0000,0.0043,-0.0034,-0.0089
0.0000,0.0039,-0.0037,-0.0088
0.0034,0.0039,-0.0037,-0.0087
0.0078,0.0042,-0.0032,-0.0086
0.0051,0.0043,-0.0031,-0.0085
0.0078,0.0046,-0.0027,-0.0084
0.0142,0.0055,-0.0018,-0.0082
0.0002,0.0050,-0.0022,-0.0080
0.0095,0.0054,-0.0017,-0.0078
0.0051,0.0054,-0.0017,-0.0077
0.0054,0.0054,-0.0016,-0.0075
0.0083,0.0056,-0.0013,-0.0073
0.0027,0.0054,-0.0015,-0.0072
0.0024,0.0051,-0.0017,-0.0071
-0.0017,0.0045,-0.0023,-0.0070
0.0056,0.0046,-0.0021,-0.0070
0.0103,0.0051,-0.0015,-0.0069
0.0010,0.0047,-0.0018,-0.0068
-0.0007,0.0042,-0.0023,-0.0068
-0.0010,0.0038,-0.0027,-0.0068
0.0083,0.0042,-0.0022,-0.0068
-0.0024,0.0036,-0.0027,-0.0068
0.0117,0.0043,-0.0019,-0.0067
0.0081,0.0047,-0.0015,-0.0067
-0.0027,0.0040,-0.0021,-0.0066
0.0002,0.0037,-0.0024,-0.0066
0.0063,0.0039,-0.0021,-0.0066
0.0032,0.0038,-0.0021,-0.0066
0.0015,0.0036,-0.0022,-0.0066
-0.0002,0.0033,-0.0025,-0.0066
0.0073,0.0036,-0.0021,-0.0066
0.0034,0.0036,-0.0020,-0.0066
0.0049,0.0037,-0.0019,-0.0065
0.0059,0.0039,-0.0016,-0.0065
0.0046,0.0040,-0.0015,-0.0064
0.0017,0.0038,-0.0016,-0.0064
0.0032,0.0037,-0.0016,-0.0063
0.0127,0.0045,-0.0008,-0.0062
0.0024,0.0043,-0.0009,-0.0061
0.0005,0.0040,-0.0012,-0.0061
0.0071,0.0043,-0.0009,-0.0060
0.0012,0.0040,-0.0011,-0.0059
0.0090,0.0045,-0.0006,-0.0059
0.0042,0.0044,-0.0006,-0.0058
0.0132,0.0052,0.0003,-0.0056
0.0012,0.0049,-0.0001,-0.0055
-0.0068,0.0038,-0.0010,-0.0055
0.0010,0.0035,-0.0012,-0.0055
0.0093,0.0041,-0.0007,-0.0054
-0.0034,0.0034,-0.0013,-0.0055
0.0081,0.0038,-0.0008,-0.0054
0.0042,0.0038,-0.0007,-0.0054
-0.0020,0.0033,-0.0012,-0.0054
0.0083,0.0038,-0.0007,-0.0054
0.0098,0.0043,-0.0001,-0.0053
0.0078,0.0046,0.0002,-0.0052
0.0042,0.0046,0.0002,-0.0051
-0.0017,0.0040,-0.0003,-0.0050
0.0076,0.0043,0.0001,-0.0050
0.0000,0.0039,-0.0002,-0.0049
-0.0002,0.0036,-0.0006,-0.0049
-0.0032,0.0030,-0.0011,-0.0050
0.0305,0.0054,0.0014,-0.0048
0.0103,0.0059,0.0018,-0.0046
0.0005,0.0054,0.0014,-0.0044
0.0095,0.0058,0.0017,-0.0043
0.0095,0.0061,0.0021,-0.0041
0.0110,0.0065,0.0025,-0.0039
-0.0002,0.0059,0.0020,-0.0037
0.0115,0.0064,0.0025,-0.0036
0.0071,0.0065,0.0025,-0.0034
0.0098,0.0068,0.0028,-0.0032
0.0095,0.0070,0.0031,-0.0030
-0.0027,0.0062,0.0022,-0.0030
0.0122,0.0067,0.0028,-0.0028
0.0051,0.0066,0.0027,-0.0027
0.0083,0.0067,0.0028,-0.0026
0.0049,0.0065,0.0027,-0.0025
0.0020,0.0061,0.0023,-0.0025
0.0054,0.0061,0.0022,-0.0024
0.0046,0.0059,0.0021,-0.0024
0.0027,0.0056,0.0019,-0.0024
0.0110,0.0061,0.0024,-0.0024
0.0032,0.0059,0.0021,-0.0024
0
